ExternalID,Name,Description,Version,level,Parentnode,Is include
Fashion : Bags : Bag Strap Small Accessories : 4.5Cm Bag Strap : Natural,Natural,,TEST_extra_fashion_nodes,Type Detail,Fashion : Bags : Bag Strap Small Accessories : 4.5Cm Bag Strap,TRUE
Fashion : Bags : Bag Strap Small Accessories : 4Cm Bag Strap,4Cm Bag Strap,,TEST_extra_fashion_nodes,OB Type,Fashion : Bags : Bag Strap Small Accessories,TRUE
Fashion : Bags : Bag Strap Small Accessories : 4Cm Bag Strap : Polyester,Polyester,,TEST_extra_fashion_nodes,Type Detail,Fashion : Bags : Bag Strap Small Accessories : 4Cm Bag Strap,TRUE
Fashion : Bags : Bag Strap Small Accessories : 5Cm Bag Strap,5Cm Bag Strap,,TEST_extra_fashion_nodes,OB Type,Fashion : Bags : Bag Strap Small Accessories,TRUE
Fashion : Bags : Bag Strap Small Accessories : 5Cm Bag Strap : Polyester,Polyester,,TEST_extra_fashion_nodes,Type Detail,Fashion : Bags : Bag Strap Small Accessories : 5Cm Bag Strap,TRUE
Fashion : Bags : Bag Strap Small Accessories : Shoulder Bag Strap,Shoulder Bag Strap,,TEST_extra_fashion_nodes,OB Type,Fashion : Bags : Bag Strap Small Accessories,TRUE
Fashion : Bags : Bag Strap Small Accessories : Shoulder Bag Strap : Polyester,Polyester,,TEST_extra_fashion_nodes,Type Detail,Fashion : Bags : Bag Strap Small Accessories : Shoulder Bag Strap,TRUE
Fashion : Bags : Cardholder Small Accessories,Cardholder Small Accessories,,TEST_extra_fashion_nodes,Sub Product Group,Fashion : Bags,TRUE
Fashion : Bags : Cardholder Small Accessories : Cardholder,Cardholder,,TEST_extra_fashion_nodes,OB Type,Fashion : Bags : Cardholder Small Accessories,TRUE
Fashion : Bags : Cardholder Small Accessories : Cardholder : Leather,Leather,,TEST_extra_fashion_nodes,Type Detail,Fashion : Bags : Cardholder Small Accessories : Cardholder,TRUE
Fashion : Bags : Cardholder Small Accessories : Cardholder : Natural,Natural,,TEST_extra_fashion_nodes,Type Detail,Fashion : Bags : Cardholder Small Accessories : Cardholder,TRUE
Fashion : Bags : Cardholder Small Accessories : Cardholder : Polypropylene,Polypropylene,,TEST_extra_fashion_nodes,Type Detail,Fashion : Bags : Cardholder Small Accessories : Cardholder,TRUE
Fashion : Bags : Cardholder Small Accessories : Cardholder : Pu,Pu,,TEST_extra_fashion_nodes,Type Detail,Fashion : Bags : Cardholder Small Accessories : Cardholder,TRUE
Fashion : Bags : Clutch Bag,Clutch Bag,,TEST_extra_fashion_nodes,Sub Product Group,Fashion : Bags,TRUE
Fashion : Bags : Clutch Bag : Box,Box,,TEST_extra_fashion_nodes,OB Type,Fashion : Bags : Clutch Bag,TRUE
Fashion : Bags : Clutch Bag : Box : Cotton,Cotton,,TEST_extra_fashion_nodes,Type Detail,Fashion : Bags : Clutch Bag : Box,TRUE
Fashion : Bags : Clutch Bag : Box : Natural,Natural,,TEST_extra_fashion_nodes,Type Detail,Fashion : Bags : Clutch Bag : Box,TRUE
Fashion : Bags : Clutch Bag : Box : Plastic,Plastic,,TEST_extra_fashion_nodes,Type Detail,Fashion : Bags : Clutch Bag : Box,TRUE
Fashion : Bags : Clutch Bag : Box : Polyester,Polyester,,TEST_extra_fashion_nodes,Type Detail,Fashion : Bags : Clutch Bag : Box,TRUE
Fashion : Bags : Clutch Bag : Clasp Top,Clasp Top,,TEST_extra_fashion_nodes,OB Type,Fashion : Bags : Clutch Bag,TRUE
Fashion : Bags : Clutch Bag : Clasp Top : Cotton,Cotton,,TEST_extra_fashion_nodes,Type Detail,Fashion : Bags : Clutch Bag : Clasp Top,TRUE
Fashion : Bags : Clutch Bag : Clasp Top : Polyester,Polyester,,TEST_extra_fashion_nodes,Type Detail,Fashion : Bags : Clutch Bag : Clasp Top,TRUE
Fashion : Bags : Clutch Bag : Clasp Top : Pu,Pu,,TEST_extra_fashion_nodes,Type Detail,Fashion : Bags : Clutch Bag : Clasp Top,TRUE
Fashion : Bags : Clutch Bag : Flapover,Flapover,,TEST_extra_fashion_nodes,OB Type,Fashion : Bags : Clutch Bag,TRUE
Fashion : Bags : Clutch Bag : Flapover : Cotton,Cotton,,TEST_extra_fashion_nodes,Type Detail,Fashion : Bags : Clutch Bag : Flapover,TRUE
Fashion : Bags : Clutch Bag : Flapover : Leather,Leather,,TEST_extra_fashion_nodes,Type Detail,Fashion : Bags : Clutch Bag : Flapover,TRUE
Fashion : Bags : Clutch Bag : Flapover : Polyester,Polyester,,TEST_extra_fashion_nodes,Type Detail,Fashion : Bags : Clutch Bag : Flapover,TRUE
Fashion : Bags : Clutch Bag : Flapover : Pu,Pu,,TEST_extra_fashion_nodes,Type Detail,Fashion : Bags : Clutch Bag : Flapover,TRUE
Fashion : Bags : Clutch Bag : Money,Money,,TEST_extra_fashion_nodes,OB Type,Fashion : Bags : Clutch Bag,TRUE
Fashion : Bags : Clutch Bag : Money : Cotton,Cotton,,TEST_extra_fashion_nodes,Type Detail,Fashion : Bags : Clutch Bag : Money,TRUE
Fashion : Bags : Clutch Bag : Money : Natural,Natural,,TEST_extra_fashion_nodes,Type Detail,Fashion : Bags : Clutch Bag : Money,TRUE
Fashion : Bags : Clutch Bag : Money : Polyester,Polyester,,TEST_extra_fashion_nodes,Type Detail,Fashion : Bags : Clutch Bag : Money,TRUE
Fashion : Bags : Clutch Bag : Zip Top,Zip Top,,TEST_extra_fashion_nodes,OB Type,Fashion : Bags : Clutch Bag,TRUE
Fashion : Bags : Clutch Bag : Zip Top : Leather,Leather,,TEST_extra_fashion_nodes,Type Detail,Fashion : Bags : Clutch Bag : Zip Top,TRUE
Fashion : Bags : Clutch Bag : Zip Top : Natural,Natural,,TEST_extra_fashion_nodes,Type Detail,Fashion : Bags : Clutch Bag : Zip Top,TRUE
Fashion : Bags : Clutch Bag : Zip Top : Polyester,Polyester,,TEST_extra_fashion_nodes,Type Detail,Fashion : Bags : Clutch Bag : Zip Top,TRUE
Fashion : Bags : Clutch Bag : Zip Top : Pu,Pu,,TEST_extra_fashion_nodes,Type Detail,Fashion : Bags : Clutch Bag : Zip Top,TRUE
Fashion : Bags : Crossbody Bag,Crossbody Bag,,TEST_extra_fashion_nodes,Sub Product Group,Fashion : Bags,TRUE
Fashion : Bags : Crossbody Bag : Bucket,Bucket,,TEST_extra_fashion_nodes,OB Type,Fashion : Bags : Crossbody Bag,TRUE
Fashion : Bags : Crossbody Bag : Bucket : Cotton,Cotton,,TEST_extra_fashion_nodes,Type Detail,Fashion : Bags : Crossbody Bag : Bucket,TRUE
Fashion : Bags : Crossbody Bag : Bucket : Embellished,Embellished,,TEST_extra_fashion_nodes,Type Detail,Fashion : Bags : Crossbody Bag : Bucket,TRUE
Fashion : Bags : Crossbody Bag : Bucket : Leather,Leather,,TEST_extra_fashion_nodes,Type Detail,Fashion : Bags : Crossbody Bag : Bucket,TRUE
Fashion : Bags : Crossbody Bag : Bucket : Plastic,Plastic,,TEST_extra_fashion_nodes,Type Detail,Fashion : Bags : Crossbody Bag : Bucket,TRUE
Fashion : Bags : Crossbody Bag : Bucket : Pu,Pu,,TEST_extra_fashion_nodes,Type Detail,Fashion : Bags : Crossbody Bag : Bucket,TRUE
Fashion : Bags : Crossbody Bag : Camera,Camera,,TEST_extra_fashion_nodes,OB Type,Fashion : Bags : Crossbody Bag,TRUE
Fashion : Bags : Crossbody Bag : Camera : Leather,Leather,,TEST_extra_fashion_nodes,Type Detail,Fashion : Bags : Crossbody Bag : Camera,TRUE
Fashion : Bags : Crossbody Bag : Camera : Polyester,Polyester,,TEST_extra_fashion_nodes,Type Detail,Fashion : Bags : Crossbody Bag : Camera,TRUE
Fashion : Bags : Crossbody Bag : Camera : Pu,Pu,,TEST_extra_fashion_nodes,Type Detail,Fashion : Bags : Crossbody Bag : Camera,TRUE
Fashion : Bags : Crossbody Bag : Concertina,Concertina,,TEST_extra_fashion_nodes,OB Type,Fashion : Bags : Crossbody Bag,TRUE
Fashion : Bags : Crossbody Bag : Concertina : Pu,Pu,,TEST_extra_fashion_nodes,Type Detail,Fashion : Bags : Crossbody Bag : Concertina,TRUE
Fashion : Bags : Crossbody Bag : Flapover,Flapover,,TEST_extra_fashion_nodes,OB Type,Fashion : Bags : Crossbody Bag,TRUE
Fashion : Bags : Crossbody Bag : Flapover : Cotton,Cotton,,TEST_extra_fashion_nodes,Type Detail,Fashion : Bags : Crossbody Bag : Flapover,TRUE
Fashion : Bags : Crossbody Bag : Flapover : Leather,Leather,,TEST_extra_fashion_nodes,Type Detail,Fashion : Bags : Crossbody Bag : Flapover,TRUE
Fashion : Bags : Crossbody Bag : Flapover : Natural,Natural,,TEST_extra_fashion_nodes,Type Detail,Fashion : Bags : Crossbody Bag : Flapover,TRUE
Fashion : Bags : Crossbody Bag : Flapover : Polyester,Polyester,,TEST_extra_fashion_nodes,Type Detail,Fashion : Bags : Crossbody Bag : Flapover,TRUE
Fashion : Bags : Crossbody Bag : Flapover : Pu,Pu,,TEST_extra_fashion_nodes,Type Detail,Fashion : Bags : Crossbody Bag : Flapover,TRUE
Fashion : Bags : Crossbody Bag : Mini,Mini,,TEST_extra_fashion_nodes,OB Type,Fashion : Bags : Crossbody Bag,TRUE
Fashion : Bags : Crossbody Bag : Mini : Natural,Natural,,TEST_extra_fashion_nodes,Type Detail,Fashion : Bags : Crossbody Bag : Mini,TRUE
Fashion : Bags : Crossbody Bag : Mini : Polyester,Polyester,,TEST_extra_fashion_nodes,Type Detail,Fashion : Bags : Crossbody Bag : Mini,TRUE
Fashion : Bags : Crossbody Bag : Mini : Polypropylene,Polypropylene,,TEST_extra_fashion_nodes,Type Detail,Fashion : Bags : Crossbody Bag : Mini,TRUE
Fashion : Bags : Crossbody Bag : Mini : Pu,Pu,,TEST_extra_fashion_nodes,Type Detail,Fashion : Bags : Crossbody Bag : Mini,TRUE
Fashion : Bags : Crossbody Bag : Multi Pocket,Multi Pocket,,TEST_extra_fashion_nodes,OB Type,Fashion : Bags : Crossbody Bag,TRUE
Fashion : Bags : Crossbody Bag : Multi Pocket : Polypropylene,Polypropylene,,TEST_extra_fashion_nodes,Type Detail,Fashion : Bags : Crossbody Bag : Multi Pocket,TRUE
Fashion : Bags : Crossbody Bag : Multi Pocket : Pu,Pu,,TEST_extra_fashion_nodes,Type Detail,Fashion : Bags : Crossbody Bag : Multi Pocket,TRUE
Fashion : Bags : Crossbody Bag : Phone Crossbody,Phone Crossbody,,TEST_extra_fashion_nodes,OB Type,Fashion : Bags : Crossbody Bag,TRUE
Fashion : Bags : Crossbody Bag : Phone Crossbody : Cotton,Cotton,,TEST_extra_fashion_nodes,Type Detail,Fashion : Bags : Crossbody Bag : Phone Crossbody,TRUE
Fashion : Bags : Crossbody Bag : Phone Crossbody : Plastic,Plastic,,TEST_extra_fashion_nodes,Type Detail,Fashion : Bags : Crossbody Bag : Phone Crossbody,TRUE
Fashion : Bags : Crossbody Bag : Phone Crossbody : Polyester,Polyester,,TEST_extra_fashion_nodes,Type Detail,Fashion : Bags : Crossbody Bag : Phone Crossbody,TRUE
Fashion : Bags : Crossbody Bag : Phone Crossbody : Pu,Pu,,TEST_extra_fashion_nodes,Type Detail,Fashion : Bags : Crossbody Bag : Phone Crossbody,TRUE
Fashion : Bags : Crossbody Bag : Purse Crossbody,Purse Crossbody,,TEST_extra_fashion_nodes,OB Type,Fashion : Bags : Crossbody Bag,TRUE
Fashion : Bags : Crossbody Bag : Purse Crossbody : Pu,Pu,,TEST_extra_fashion_nodes,Type Detail,Fashion : Bags : Crossbody Bag : Purse Crossbody,TRUE
Fashion : Bags : Crossbody Bag : Round,Round,,TEST_extra_fashion_nodes,OB Type,Fashion : Bags : Crossbody Bag,TRUE
Fashion : Bags : Crossbody Bag : Round : Leather,Leather,,TEST_extra_fashion_nodes,Type Detail,Fashion : Bags : Crossbody Bag : Round,TRUE
Fashion : Bags : Crossbody Bag : Round : Natural,Natural,,TEST_extra_fashion_nodes,Type Detail,Fashion : Bags : Crossbody Bag : Round,TRUE
Fashion : Bags : Crossbody Bag : Round : Polyester,Polyester,,TEST_extra_fashion_nodes,Type Detail,Fashion : Bags : Crossbody Bag : Round,TRUE
Fashion : Bags : Crossbody Bag : Round : Pu,Pu,,TEST_extra_fashion_nodes,Type Detail,Fashion : Bags : Crossbody Bag : Round,TRUE
Fashion : Bags : Crossbody Bag : Roung,Roung,,TEST_extra_fashion_nodes,OB Type,Fashion : Bags : Crossbody Bag,TRUE
Fashion : Bags : Crossbody Bag : Roung : Pu,Pu,,TEST_extra_fashion_nodes,Type Detail,Fashion : Bags : Crossbody Bag : Roung,TRUE
