ExternalID,Name,Description,Version,level,Parentnode,Is include
Fashion : Bags : Cardholder Small Accessories : Cardholder : Pu,Pu,,Oliver Bonas Update 2023,Type Detail,Fashion : Bags : Cardholder Small Accessories : Cardholder,TRUE
Fashion : Bags : Clutch Bag,Clutch Bag,,Oliver Bonas Update 2023,Sub Product Group,Fashion : Bags,TRUE
Fashion : Bags : Clutch Bag : Box,Box,,Oliver Bonas Update 2023,OB Type,Fashion : Bags : Clutch Bag,TRUE
Fashion : Bags : Clutch Bag : Box : Cotton,Cotton,,Oliver Bonas Update 2023,Type Detail,Fashion : Bags : Clutch Bag : Box,TRUE
Fashion : Bags : Clutch Bag : Box : Natural,Natural,,Oliver Bonas Update 2023,Type Detail,Fashion : Bags : Clutch Bag : Box,TRUE
Fashion : Bags : Clutch Bag : Box : Plastic,Plastic,,Oliver Bonas Update 2023,Type Detail,Fashion : Bags : Clutch Bag : Box,TRUE
Fashion : Bags : Clutch Bag : Box : Polyester,Polyester,,Oliver Bonas Update 2023,Type Detail,Fashion : Bags : Clutch Bag : Box,TRUE
Fashion : Bags : Clutch Bag : Clasp Top,Clasp Top,,Oliver Bonas Update 2023,OB Type,Fashion : Bags : Clutch Bag,TRUE
Fashion : Bags : Clutch Bag : Clasp Top : Cotton,Cotton,,Oliver Bonas Update 2023,Type Detail,Fashion : Bags : Clutch Bag : Clasp Top,TRUE
Fashion : Bags : Clutch Bag : Clasp Top : Polyester,Polyester,,Oliver Bonas Update 2023,Type Detail,Fashion : Bags : Clutch Bag : Clasp Top,TRUE
Fashion : Bags : Clutch Bag : Clasp Top : Pu,Pu,,Oliver Bonas Update 2023,Type Detail,Fashion : Bags : Clutch Bag : Clasp Top,TRUE
Fashion : Bags : Clutch Bag : Flapover,Flapover,,Oliver Bonas Update 2023,OB Type,Fashion : Bags : Clutch Bag,TRUE
Fashion : Bags : Clutch Bag : Flapover : Cotton,Cotton,,Oliver Bonas Update 2023,Type Detail,Fashion : Bags : Clutch Bag : Flapover,TRUE
Fashion : Bags : Clutch Bag : Flapover : Leather,Leather,,Oliver Bonas Update 2023,Type Detail,Fashion : Bags : Clutch Bag : Flapover,TRUE
Fashion : Bags : Clutch Bag : Flapover : Polyester,Polyester,,Oliver Bonas Update 2023,Type Detail,Fashion : Bags : Clutch Bag : Flapover,TRUE
Fashion : Bags : Clutch Bag : Flapover : Pu,Pu,,Oliver Bonas Update 2023,Type Detail,Fashion : Bags : Clutch Bag : Flapover,TRUE
Fashion : Bags : Clutch Bag : Money,Money,,Oliver Bonas Update 2023,OB Type,Fashion : Bags : Clutch Bag,TRUE
Fashion : Bags : Clutch Bag : Money : Cotton,Cotton,,Oliver Bonas Update 2023,Type Detail,Fashion : Bags : Clutch Bag : Money,TRUE
Fashion : Bags : Clutch Bag : Money : Natural,Natural,,Oliver Bonas Update 2023,Type Detail,Fashion : Bags : Clutch Bag : Money,TRUE
Fashion : Bags : Clutch Bag : Money : Polyester,Polyester,,Oliver Bonas Update 2023,Type Detail,Fashion : Bags : Clutch Bag : Money,TRUE
Fashion : Bags : Clutch Bag : Zip Top,Zip Top,,Oliver Bonas Update 2023,OB Type,Fashion : Bags : Clutch Bag,TRUE
Fashion : Bags : Clutch Bag : Zip Top : Leather,Leather,,Oliver Bonas Update 2023,Type Detail,Fashion : Bags : Clutch Bag : Zip Top,TRUE
Fashion : Bags : Clutch Bag : Zip Top : Natural,Natural,,Oliver Bonas Update 2023,Type Detail,Fashion : Bags : Clutch Bag : Zip Top,TRUE
Fashion : Bags : Clutch Bag : Zip Top : Polyester,Polyester,,Oliver Bonas Update 2023,Type Detail,Fashion : Bags : Clutch Bag : Zip Top,TRUE
Fashion : Bags : Clutch Bag : Zip Top : Pu,Pu,,Oliver Bonas Update 2023,Type Detail,Fashion : Bags : Clutch Bag : Zip Top,TRUE
Fashion : Bags : Crossbody Bag,Crossbody Bag,,Oliver Bonas Update 2023,Sub Product Group,Fashion : Bags,TRUE
Fashion : Bags : Crossbody Bag : Bucket,Bucket,,Oliver Bonas Update 2023,OB Type,Fashion : Bags : Crossbody Bag,TRUE
Fashion : Bags : Crossbody Bag : Bucket : Cotton,Cotton,,Oliver Bonas Update 2023,Type Detail,Fashion : Bags : Crossbody Bag : Bucket,TRUE
Fashion : Bags : Crossbody Bag : Bucket : Embellished,Embellished,,Oliver Bonas Update 2023,Type Detail,Fashion : Bags : Crossbody Bag : Bucket,TRUE
Fashion : Bags : Crossbody Bag : Bucket : Leather,Leather,,Oliver Bonas Update 2023,Type Detail,Fashion : Bags : Crossbody Bag : Bucket,TRUE
Fashion : Bags : Crossbody Bag : Bucket : Plastic,Plastic,,Oliver Bonas Update 2023,Type Detail,Fashion : Bags : Crossbody Bag : Bucket,TRUE
Fashion : Bags : Crossbody Bag : Bucket : Pu,Pu,,Oliver Bonas Update 2023,Type Detail,Fashion : Bags : Crossbody Bag : Bucket,TRUE
Fashion : Bags : Crossbody Bag : Camera,Camera,,Oliver Bonas Update 2023,OB Type,Fashion : Bags : Crossbody Bag,TRUE
Fashion : Bags : Crossbody Bag : Camera : Leather,Leather,,Oliver Bonas Update 2023,Type Detail,Fashion : Bags : Crossbody Bag : Camera,TRUE
Fashion : Bags : Crossbody Bag : Camera : Polyester,Polyester,,Oliver Bonas Update 2023,Type Detail,Fashion : Bags : Crossbody Bag : Camera,TRUE
